lr,best_val_acc,best_val_loss,best_acc_epoch,best_loss_epoch,collapse_count,loss_spike_count,val_acc_std_tail,val_loss_std_tail
0.0001,0.56312625250501,1.0631346774244594,12,13,0,0,0.13746151128833975,0.21545782802225794
0.0003,0.5190380761523046,1.120981093637929,3,7,0,0,0.04338418939513566,0.2869608979629468
0.001,0.5250501002004008,1.1472769815601662,8,8,8,9,0.06681759127394968,6.4442448502341385
